Year Local,Month Local,Day Local,Hour Local,Year UTC,Month UTC,Day UTC,Hour UTC,Cavok Reported,Cloud Ceiling (m),Cloud Cover Fraction,Cloud Cover Fraction 1,Cloud Cover Fraction 2,Cloud Cover Fraction 3,Cloud Cover Fraction 4,Cloud Cover Fraction 5,Cloud Cover Fraction 6,Cloud Height (m) 1,Cloud Height (m) 2,Cloud Height (m) 3,Cloud Height (m) 4,Cloud Height (m) 5,Cloud Height (m) 6,Dew Point (C),Humidity Fraction,Precipitation One Hour (mm),Pressure Altimeter (mbar),Pressure Sea Level (mbar),Pressure Station (mbar),Snow Depth (cm),Temperature (C),Visibility (km),Weather Code 1,Weather Code 1/ Description,Weather Code 2,Weather Code 2/ Description,Weather Code 3,Weather Code 3/ Description,Weather Code 4,Weather Code 4/ Description,Weather Code 5,Weather Code 5/ Description,Weather Code 6,Weather Code 6/ Description,Weather Code Most Severe / Icon Code,Weather Code Most Severe,Weather Code Most Severe / Description,Wind Direction (degrees),Wind Gust (m/s),Wind Speed (m/s)
2013.0,1.0,1.0,0.0,2013.0,1.0,1.0,5.0,0,2895.6,1,0.9,1,,,,,2895.5999,3352.8,,,,,-5,0.5447,,1013.0917,,,,3.3,16.0934,,,,,,,,,,,,,0,,,,,2.57
2013.0,1.0,1.0,1.0,2013.0,1.0,1.0,6.0,0,3048,1,1,,,,,,3048,,,,,,-4.4,0.5463,,1012.0759,,,,3.9,16.0934,,,,,,,,,,,,,0,,,260,9.77,4.63
2013.0,1.0,1.0,2.0,2013.0,1.0,1.0,7.0,0,1828.8,1,1,,,,,,1828.7999,,,,,,-3.3,0.619,,1012.4145,,,,3.3,16.0934,,,,,,,,,,,,,0,,,,7.72,1.54
2013.0,1.0,1.0,3.0,2013.0,1.0,1.0,8.0,0,1463,1,1,,,,,,1463.04,,,,,,-2.8,0.6159,,1012.4145,,,,3.9,16.0934,,,,,,,,,,,,,0,,,,,3.09
2013.0,1.0,1.0,4.0,2013.0,1.0,1.0,9.0,0,1402.1,1,1,,,,,,1402.08,,,,,,-2.8,0.6159,,1012.7531,,,,3.9,16.0934,,,,,,,,,,,,,0,,,260,,4.12
2013.0,1.0,1.0,5.0,2013.0,1.0,1.0,10.0,0,1524,1,1,,,,,,1524,,,,,,-2.8,0.6159,,1012.4145,,,,3.9,16.0934,,,,,,,,,,,,,0,,,,,3.09
2013.0,1.0,1.0,6.0,2013.0,1.0,1.0,11.0,0,1524,1,1,,,,,,1524,,,,,,-3.3,0.5934,,1012.0759,,,,3.9,16.0934,,,,,,,,,,,,,0,,,,9.26,3.09
2013.0,1.0,1.0,7.0,2013.0,1.0,1.0,12.0,0,1524,1,1,,,,,,1524,,,,,,-3.3,0.5934,,1012.4145,,,,3.9,16.0934,,,,,,,,,,,,,0,,,260,9.26,4.63
2013.0,1.0,1.0,8.0,2013.0,1.0,1.0,13.0,0,1524,1,1,,,,,,1524,,,,,,-2.8,0.6425,,1012.4145,,,,3.3,16.0934,,,,,,,,,,,,,0,,,260,,3.09
2013.0,1.0,1.0,9.0,2013.0,1.0,1.0,14.0,0,1524,1,0.9,1,,,,,1524,3657.5999,,,,,-2.8,0.6159,,1012.4145,,,,3.9,16.0934,,,,,,,,,,,,,0,,,,9.26,3.09
2013.0,1.0,1.0,10.0,2013.0,1.0,1.0,15.0,0,,0.25,0.25,,,,,,1432.5599,,,,,,-2.8,0.6159,,1013.0917,,,,3.9,16.0934,,,,,,,,,,,,,0,,,260,7.72,4.63
2013.0,1.0,1.0,11.0,2013.0,1.0,1.0,16.0,0,1341.1,1,1,,,,,,1341.12,,,,,,-2.8,0.6159,,1012.7531,,,,3.9,16.0934,,,,,,,,,,,,,0,,,,,2.57
2013.0,1.0,1.0,12.0,2013.0,1.0,1.0,17.0,0,1097.3,1,1,,,,,,1097.28,,,,,,-3.3,0.5934,,1011.7373,,,,3.9,16.0934,,,,,,,,,,,,,0,,,,7.2,2.06
2013.0,1.0,1.0,13.0,2013.0,1.0,1.0,18.0,0,944.9,1,1,,,,,,944.88,,,,,,-3.9,0.6131,,1011.7373,,,,2.8,16.0934,,,,,,,,,,,,,0,,,300,9.77,4.12
2013.0,1.0,1.0,14.0,2013.0,1.0,1.0,19.0,0,1097.3,1,1,,,,,,1097.28,,,,,,-3.9,0.6131,,1011.0601,,,,2.8,16.0934,,,,,,,,,,,,,0,,,,,0
2013.0,1.0,1.0,15.0,2013.0,1.0,1.0,20.0,0,1524,0.9,0.9,,,,,,1524,,,,,,-4.4,0.5699,,1011.0601,,,,3.3,16.0934,,,,,,,,,,,,,0,,,,,3.09
2013.0,1.0,1.0,16.0,2013.0,1.0,1.0,21.0,0,,0.5,0.5,,,,,,1432.5599,,,,,,-6.1,0.5009,,1012.0759,,,,3.3,16.0934,,,,,,,,,,,,,0,,,,,3.09
2013.0,1.0,1.0,17.0,2013.0,1.0,1.0,22.0,0,,0,0,,,,,,,,,,,,-7.8,0.475,,1012.4145,,,,2.2,16.0934,,,,,,,,,,,,,0,,,310,9.26,4.63
2013.0,1.0,1.0,18.0,2013.0,1.0,1.0,23.0,0,,0,0,,,,,,,,,,,,-8.9,0.4518,,1013.7689,,,,1.7,16.0934,,,,,,,,,,,,,0,,,,,2.06
2013.0,1.0,1.0,19.0,2013.0,1.0,2.0,0.0,0,,0,0,,,,,,,,,,,,-9.4,0.4702,,1014.446,,,,0.6,16.0934,,,,,,,,,,,,,0,,,310,,2.57
2013.0,1.0,1.0,20.0,2013.0,1.0,2.0,1.0,0,,0,0,,,,,,,,,,,,-10,0.4684,,1014.7847,,,,0,16.0934,,,,,,,,,,,,,0,,,,,2.06
2013.0,1.0,1.0,21.0,2013.0,1.0,2.0,2.0,0,,0,0,,,,,,,,,,,,-10.6,0.4839,,1015.4619,,,,-1.1,16.0934,,,,,,,,,,,,,0,,,,,3.09
2013.0,1.0,1.0,22.0,2013.0,1.0,2.0,3.0,0,,0,0,,,,,,,,,,,,-11.1,0.486,,1016.1391,,,,-1.7,16.0934,,,,,,,,,,,,,0,,,310,9.77,5.14
2013.0,1.0,1.0,23.0,2013.0,1.0,2.0,4.0,0,,0,0,,,,,,,,,,,,-12.8,0.4597,,1016.8163,,,,-2.8,16.0934,,,,,,,,,,,,,0,,,,,
2013.0,1.0,2.0,0.0,2013.0,1.0,2.0,5.0,0,,0,0,,,,,,,,,,,,-12.2,0.501,,1016.8163,,,,-3.3,16.0934,,,,,,,,,,,,,0,,,300,,2.57
2013.0,1.0,2.0,1.0,2013.0,1.0,2.0,6.0,0,,0,0,,,,,,,,,,,,-12.2,0.524,,1016.8163,,,,-3.9,16.0934,,,,,,,,,,,,,0,,,310,8.23,4.63
2013.0,1.0,2.0,2.0,2013.0,1.0,2.0,7.0,0,,0,0,,,,,,,,,,,,-12.2,0.501,,1016.8163,,,,-3.3,16.0934,,,,,,,,,,,,,0,,,310,,4.12
2013.0,1.0,2.0,3.0,2013.0,1.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2013.0,1.0,2.0,4.0,2013.0,1.0,2.0,9.0,0,,0,0,,,,,,,,,,,,-12.8,0.5423,,1016.8163,,,,-5,16.0934,,,,,,,,,,,,,0,,,300,,4.63
2013.0,1.0,2.0,5.0,2013.0,1.0,2.0,10.0,0,,0,0,,,,,,,,,,,,-12.8,0.5423,,1017.1549,,,,-5,16.0934,,,,,,,,,,,,,0,,,,,
2013.0,1.0,2.0,6.0,2013.0,1.0,2.0,11.0,0,,0,0,,,,,,,,,,,,-12.8,0.5676,,1016.8163,,,,-5.6,16.0934,,,,,,,,,,,,,0,,,,,0
2013.0,1.0,2.0,7.0,2013.0,1.0,2.0,12.0,0,,0,0,,,,,,,,,,,,-12.8,0.5676,,1017.1549,,,,-5.6,16.0934,,,,,,,,,,,,,0,,,,,1.54
2013.0,1.0,2.0,8.0,2013.0,1.0,2.0,13.0,0,,0,0,,,,,,,,,,,,-12.8,0.5423,,1017.4935,,,,-5,16.0934,,,,,,,,,,,,,0,,,,,1.54
2013.0,1.0,2.0,9.0,2013.0,1.0,2.0,14.0,0,,0,0,,,,,,,,,,,,-12.2,0.5441,,1018.5093,,,,-4.4,16.0934,,,,,,,,,,,,,0,,,,,2.06
2013.0,1.0,2.0,10.0,2013.0,1.0,2.0,15.0,0,,0,0,,,,,,,,,,,,-12.8,0.4991,,1018.8479,,,,-3.9,16.0934,,,,,,,,,,,,,0,,,,,2.57
2013.0,1.0,2.0,11.0,2013.0,1.0,2.0,16.0,0,,0,0,,,,,,,,,,,,-12.2,0.501,,1018.5093,,,,-3.3,16.0934,,,,,,,,,,,,,0,,,280,,4.12
2013.0,1.0,2.0,12.0,2013.0,1.0,2.0,17.0,0,,0,0,,,,,,,,,,,,-11.7,0.4806,,1017.4935,,,,-2.2,16.0934,,,,,,,,,,,,,0,,,,,2.06
2013.0,1.0,2.0,13.0,2013.0,1.0,2.0,18.0,0,,0,0,,,,,,,,,,,,-11.7,0.4432,,1016.8163,,,,-1.1,16.0934,,,,,,,,,,,,,0,,,,,0
2013.0,1.0,2.0,14.0,2013.0,1.0,2.0,19.0,0,,0,0,,,,,,,,,,,,-11.7,0.4272,,1017.4935,,,,-0.6,16.0934,,,,,,,,,,,,,0,,,290,9.77,3.6
2013.0,1.0,2.0,15.0,2013.0,1.0,2.0,20.0,0,,0,0,,,,,,,,,,,,-11.7,0.409,,1017.8321,,,,0,16.0934,,,,,,,,,,,,,0,,,,,
2013.0,1.0,2.0,16.0,2013.0,1.0,2.0,21.0,0,,0,0,,,,,,,,,,,,-11.7,0.4272,,1018.5093,,,,-0.6,16.0934,,,,,,,,,,,,,0,,,300,8.23,4.12
2013.0,1.0,2.0,17.0,2013.0,1.0,2.0,22.0,0,,0,0,,,,,,,,,,,,-11.1,0.4483,,1018.8479,,,,-0.6,16.0934,,,,,,,,,,,,,0,,,,7.72,3.09
2013.0,1.0,2.0,18.0,2013.0,1.0,2.0,23.0,0,,0,0,,,,,,,,,,,,-11.1,0.4483,,1019.8636,,,,-0.6,16.0934,,,,,,,,,,,,,0,,,,7.72,1.54
2013.0,1.0,2.0,19.0,2013.0,1.0,3.0,0.0,0,,0,0,,,,,,,,,,,,-10.6,0.4839,,1020.2023,,,,-1.1,16.0934,,,,,,,,,,,,,0,,,,,2.57
2013.0,1.0,2.0,20.0,2013.0,1.0,3.0,1.0,0,,0,0,,,,,,,,,,,,-10.6,0.4839,,1020.5409,,,,-1.1,16.0934,,,,,,,,,,,,,0,,,,,
2013.0,1.0,2.0,21.0,2013.0,1.0,3.0,2.0,0,,0,0,,,,,,,,,,,,-10,0.5075,,1020.8795,,,,-1.1,16.0934,,,,,,,,,,,,,0,,,,,2.06
2013.0,1.0,2.0,22.0,2013.0,1.0,3.0,3.0,0,,0,0,,,,,,,,,,,,-10,0.5075,,1021.2181,,,,-1.1,16.0934,,,,,,,,,,,,,0,,,300,,2.57
2013.0,1.0,2.0,23.0,2013.0,1.0,3.0,4.0,0,,0,0,,,,,,,,,,,,-9.4,0.5322,,1021.8953,,,,-1.1,16.0934,,,,,,,,,,,,,0,,,,,2.06
2013.0,1.0,3.0,0.0,2013.0,1.0,3.0,5.0,0,,0,0,,,,,,,,,,,,-9.4,0.5562,,1022.2339,,,,-1.7,16.0934,,,,,,,,,,,,,0,,,,,3.09
2013.0,1.0,3.0,1.0,2013.0,1.0,3.0,6.0,0,,0,0,,,,,,,,,,,,-9.4,0.5771,,1021.8953,,,,-2.2,16.0934,,,,,,,,,,,,,0,,,280,,2.57
2013.0,1.0,3.0,2.0,2013.0,1.0,3.0,7.0,0,,0,0,,,,,,,,,,,,-9.4,0.5771,,1022.2339,,,,-2.2,16.0934,,,,,,,,,,,,,0,,,,,1.54
2013.0,1.0,3.0,3.0,2013.0,1.0,3.0,8.0,0,,0,0,,,,,,,,,,,,-9.4,0.5771,,1022.2339,,,,-2.2,16.0934,,,,,,,,,,,,,0,,,,,0
2013.0,1.0,3.0,4.0,2013.0,1.0,3.0,9.0,0,,0.25,0.25,,,,,,975.36,,,,,,-9.4,0.6034,,1022.2339,,,,-2.8,16.0934,,,,,,,,,,,,,0,,,,,2.06
2013.0,1.0,3.0,5.0,2013.0,1.0,3.0,10.0,0,,0,0,,,,,,,,,,,,-9.4,0.6263,,1022.2339,,,,-3.3,16.0934,,,,,,,,,,,,,0,,,,,0
2013.0,1.0,3.0,6.0,2013.0,1.0,3.0,11.0,0,,0,0,,,,,,,,,,,,-9.4,0.6551,,1022.2339,,,,-3.9,16.0934,,,,,,,,,,,,,0,,,290,,1.54
2013.0,1.0,3.0,7.0,2013.0,1.0,3.0,12.0,0,,0,0,,,,,,,,,,,,-10,0.6248,,1022.5725,,,,-3.9,16.0934,,,,,,,,,,,,,0,,,,,0
2013.0,1.0,3.0,8.0,2013.0,1.0,3.0,13.0,0,,0,0,,,,,,,,,,,,-10,0.6487,,1022.5725,,,,-4.4,16.0934,,,,,,,,,,,,,0,,,,,0
2013.0,1.0,3.0,9.0,2013.0,1.0,3.0,14.0,0,,0,0,,,,,,,,,,,,-10,0.6487,,1022.5725,,,,-4.4,16.0934,,,,,,,,,,,,,0,,,280,,1.54
2013.0,1.0,3.0,10.0,2013.0,1.0,3.0,15.0,0,,0,0,,,,,,,,,,,,-9.4,0.6551,,1022.9111,,,,-3.9,16.0934,,,,,,,,,,,,,0,,,300,,2.06
2013.0,1.0,3.0,11.0,2013.0,1.0,3.0,16.0,0,,0,0,,,,,,,,,,,,-10,0.5973,,1022.2339,,,,-3.3,16.0934,,,,,,,,,,,,,0,,,280,,2.57
2013.0,1.0,3.0,12.0,2013.0,1.0,3.0,17.0,0,,0,0,,,,,,,,,,,,-10.6,0.5248,,1021.2181,,,,-2.2,16.0934,,,,,,,,,,,,,0,,,300,,1.54
2013.0,1.0,3.0,13.0,2013.0,1.0,3.0,18.0,0,,0.25,0.25,,,,,,1158.24,,,,,,-10.6,0.4839,,1019.8636,,,,-1.1,16.0934,,,,,,,,,,,,,0,,,240,,3.6
2013.0,1.0,3.0,14.0,2013.0,1.0,3.0,19.0,0,,0,0,,,,,,,,,,,,-11.1,0.4483,,1019.5251,,,,-0.6,16.0934,,,,,,,,,,,,,0,,,290,,4.12
2013.0,1.0,3.0,15.0,2013.0,1.0,3.0,20.0,0,,0,0,,,,,,,,,,,,-11.1,0.4291,,1018.8479,,,,0,16.0934,,,,,,,,,,,,,0,,,,,1.54
2013.0,1.0,3.0,16.0,2013.0,1.0,3.0,21.0,0,,0,0,,,,,,,,,,,,-10.6,0.4466,,1018.8479,,,,0,16.0934,,,,,,,,,,,,,0,,,,,0
2013.0,1.0,3.0,17.0,2013.0,1.0,3.0,22.0,0,,0.25,0.25,,,,,,3048,,,,,,-10,0.4893,,1019.1865,,,,-0.6,16.0934,,,,,,,,,,,,,0,,,260,7.2,3.6
2013.0,1.0,3.0,18.0,2013.0,1.0,3.0,23.0,0,,0,0,,,,,,,,,,,,-10,0.4893,,1019.5251,,,,-0.6,16.0934,,,,,,,,,,,,,0,,,,,
2013.0,1.0,3.0,19.0,2013.0,1.0,4.0,0.0,0,,0.5,0.5,,,,,,2895.5999,,,,,,-9.4,0.513,,1019.8636,,,,-0.6,16.0934,,,,,,,,,,,,,0,,,260,7.72,3.6
2013.0,1.0,3.0,20.0,2013.0,1.0,4.0,1.0,0,2895.6,1,1,,,,,,2895.5999,,,,,,-10,0.4893,,1019.8636,,,,-0.6,16.0934,,,,,,,,,,,,,0,,,260,7.72,2.57
2013.0,1.0,3.0,21.0,2013.0,1.0,4.0,2.0,0,2743.2,1,1,,,,,,2743.2,,,,,,-9.4,0.513,,1019.5251,,,,-0.6,16.0934,,,,,,,,,,,,,0,,,270,7.2,3.6
2013.0,1.0,3.0,22.0,2013.0,1.0,4.0,3.0,0,2438.4,1,1,,,,,,2438.4,,,,,,-9.4,0.513,,1019.1865,,,,-0.6,16.0934,,,,,,,,,,,,,0,,,,,
2013.0,1.0,3.0,23.0,2013.0,1.0,4.0,4.0,0,1981.2,1,1,,,,,,1981.2,,,,,,-8.9,0.5336,,1019.1865,,,,-0.6,16.0934,,,,,,,,,,,,,0,,,270,8.23,3.6
2013.0,1.0,4.0,0.0,2013.0,1.0,4.0,5.0,0,1676.4,1,1,,,,,,1676.4,,,,,,-8.3,0.5592,,1018.5093,,,,-0.6,16.0934,,,,,,,,,,,,,0,,,230,,3.09
2013.0,1.0,4.0,1.0,2013.0,1.0,4.0,6.0,0,1828.8,0.9,0.9,,,,,,1828.7999,,,,,,-7.8,0.5814,,1018.1707,,,,-0.6,16.0934,,,,,,,,,,,,,0,,,,,2.57
2013.0,1.0,4.0,2.0,2013.0,1.0,4.0,7.0,0,,0,0,,,,,,,,,,,,-7.8,0.5814,,1018.1707,,,,-0.6,16.0934,,,,,,,,,,,,,0,,,,,2.06
2013.0,1.0,4.0,3.0,2013.0,1.0,4.0,8.0,0,,0,0,,,,,,,,,,,,-7.8,0.5814,,1018.5093,,,,-0.6,16.0934,,,,,,,,,,,,,0,,,,,2.57
2013.0,1.0,4.0,4.0,2013.0,1.0,4.0,9.0,0,,0,0,,,,,,,,,,,,-7.2,0.6091,,1018.1707,,,,-0.6,16.0934,,,,,,,,,,,,,0,,,,,1.54
2013.0,1.0,4.0,5.0,2013.0,1.0,4.0,10.0,0,,0.5,0.5,,,,,,1828.7999,,,,,,-6.7,0.606,,1018.5093,,,,0,16.0934,,,,,,,,,,,,,0,,,,,2.06
2013.0,1.0,4.0,6.0,2013.0,1.0,4.0,11.0,0,1524,1,1,,,,,,1524,,,,,,-6.7,0.5802,,1018.5093,,,,0.6,16.0934,,,,,,,,,,,,,0,,,,,1.54
2013.0,1.0,4.0,7.0,2013.0,1.0,4.0,12.0,0,1524,1,1,,,,,,1524,,,,,,-6.7,0.5802,,1018.8479,,,,0.6,16.0934,,,,,,,,,,,,,0,,,,7.2,1.54
2013.0,1.0,4.0,8.0,2013.0,1.0,4.0,13.0,0,1371.6,1,1,,,,,,1371.6,,,,,,-6.1,0.586,,1018.8479,,,,1.1,16.0934,,,,,,,,,,,,,0,,,250,9.77,5.66
2013.0,1.0,4.0,9.0,2013.0,1.0,4.0,14.0,0,1188.7,1,1,,,,,,1188.72,,,,,,-6.1,0.586,,1019.1865,,,,1.1,16.0934,,,,,,,,,,,,,0,,,,,2.06
2013.0,1.0,4.0,10.0,2013.0,1.0,4.0,15.0,0,1371.6,1,1,,,,,,1371.6,,,,,,-6.1,0.586,,1019.1865,,,,1.1,16.0934,,,,,,,,,,,,,0,,,,,1.54
2013.0,1.0,4.0,11.0,2013.0,1.0,4.0,16.0,0,1219.2,0.9,0.9,,,,,,1219.2,,,,,,-7.2,0.5158,,1018.1707,,,,1.7,16.0934,,,,,,,,,,,,,0,,,270,10.8,5.66
2013.0,1.0,4.0,12.0,2013.0,1.0,4.0,17.0,0,1188.7,0.9,0.9,,,,,,1188.72,,,,,,-7.2,0.4976,,1017.1549,,,,2.2,16.0934,,,,,,,,,,,,,0,,,,,
2013.0,1.0,4.0,13.0,2013.0,1.0,4.0,18.0,0,,0.25,0.25,,,,,,1188.72,,,,,,-7.2,0.4976,,1015.8005,,,,2.2,16.0934,,,,,,,,,,,,,0,,,,9.77,3.09
2013.0,1.0,4.0,14.0,2013.0,1.0,4.0,19.0,0,,0.25,0.25,,,,,,1249.6799,,,,,,-7.2,0.4768,,1015.4619,,,,2.8,16.0934,,,,,,,,,,,,,0,,,260,8.23,4.12
2013.0,1.0,4.0,15.0,2013.0,1.0,4.0,20.0,0,,0,0,,,,,,,,,,,,-7.2,0.4768,,1014.7847,,,,2.8,16.0934,,,,,,,,,,,,,0,,,250,12.35,6.69
2013.0,1.0,4.0,16.0,2013.0,1.0,4.0,21.0,0,,0,0,,,,,,,,,,,,-7.2,0.4976,,1014.7847,,,,2.2,16.0934,,,,,,,,,,,,,0,,,260,10.29,3.09
2013.0,1.0,4.0,17.0,2013.0,1.0,4.0,22.0,0,,0,0,,,,,,,,,,,,-7.2,0.4976,,1014.7847,,,,2.2,16.0934,,,,,,,,,,,,,0,,,250,10.8,6.69
2013.0,1.0,4.0,18.0,2013.0,1.0,4.0,23.0,0,,0,0,,,,,,,,,,,,-6.7,0.5172,,1015.4619,,,,2.2,16.0934,,,,,,,,,,,,,0,,,270,8.75,4.12
2013.0,1.0,4.0,19.0,2013.0,1.0,5.0,0.0,0,,0,0,,,,,,,,,,,,-6.7,0.536,,1015.4619,,,,1.7,16.0934,,,,,,,,,,,,,0,,,270,10.29,3.6
2013.0,1.0,4.0,20.0,2013.0,1.0,5.0,1.0,0,,0,0,,,,,,,,,,,,-6.7,0.536,,1015.4619,,,,1.7,16.0934,,,,,,,,,,,,,0,,,,,3.09
2013.0,1.0,4.0,21.0,2013.0,1.0,5.0,2.0,0,,0,0,,,,,,,,,,,,-6.7,0.536,,1015.4619,,,,1.7,16.0934,,,,,,,,,,,,,0,,,280,9.26,6.17
2013.0,1.0,4.0,22.0,2013.0,1.0,5.0,3.0,0,,0,0,,,,,,,,,,,,-7.2,0.5385,,1015.8005,,,,1.1,16.0934,,,,,,,,,,,,,0,,,290,9.26,5.14
2013.0,1.0,4.0,23.0,2013.0,1.0,5.0,4.0,0,,0,0,,,,,,,,,,,,-7.2,0.5385,,1016.4777,,,,1.1,16.0934,,,,,,,,,,,,,0,,,290,,3.6
2013.0,1.0,5.0,0.0,2013.0,1.0,5.0,5.0,0,,0,0,,,,,,,,,,,,-7.8,0.514,,1016.8163,,,,1.1,16.0934,,,,,,,,,,,,,0,,,280,,3.6
2013.0,1.0,5.0,1.0,2013.0,1.0,5.0,6.0,0,,0,0,,,,,,,,,,,,-8.3,0.4944,,1017.1549,,,,1.1,16.0934,,,,,,,,,,,,,0,,,280,9.77,5.14
2013.0,1.0,5.0,2.0,2013.0,1.0,5.0,7.0,0,,0,0,,,,,,,,,,,,-8.3,0.5125,,1017.8321,,,,0.6,16.0934,,,,,,,,,,,,,0,,,290,9.77,4.63
2013.0,1.0,5.0,3.0,2013.0,1.0,5.0,8.0,0,,0,0,,,,,,,,,,,,-8.3,0.5125,,1018.8479,,,,0.6,16.0934,,,,,,,,,,,,,0,,,290,8.23,3.09
2013.0,1.0,5.0,4.0,2013.0,1.0,5.0,9.0,0,,0,0,,,,,,,,,,,,-8.9,0.5108,,1019.1865,,,,0,16.0934,,,,,,,,,,,,,0,,,290,8.23,5.14
2013.0,1.0,5.0,5.0,2013.0,1.0,5.0,10.0,0,1310.6,0.9,0.9,,,,,,1310.64,,,,,,-8.3,0.5353,,1019.8636,,,,0,16.0934,,,,,,,,,,,,,0,,,,,1.54
2013.0,1.0,5.0,6.0,2013.0,1.0,5.0,11.0,0,1341.1,1,1,,,,,,1341.12,,,,,,-8.3,0.5353,,1020.8795,,,,0,16.0934,,,,,,,,,,,,,0,,,260,8.23,4.12
2013.0,1.0,5.0,7.0,2013.0,1.0,5.0,12.0,0,1310.6,0.9,0.9,,,,,,1310.64,,,,,,-7.8,0.5566,,1022.2339,,,,0,16.0934,,,,,,,,,,,,,0,,,,,1.54
2013.0,1.0,5.0,8.0,2013.0,1.0,5.0,13.0,0,,0.25,0.25,,,,,,1402.08,,,,,,-7.8,0.5566,,1022.9111,,,,0,16.0934,,,,,,,,,,,,,0,,,,8.75,2.06
2013.0,1.0,5.0,9.0,2013.0,1.0,5.0,14.0,0,,0.5,0.5,,,,,,1402.08,,,,,,-7.2,0.5385,,1024.2655,,,,1.1,16.0934,,,,,,,,,,,,,0,,,260,,3.09
2013.0,1.0,5.0,10.0,2013.0,1.0,5.0,15.0,0,,0,0,,,,,,,,,,,,-6.7,0.5172,,1024.9426,,,,2.2,16.0934,,,,,,,,,,,,,0,,,290,,3.09
2013.0,1.0,5.0,11.0,2013.0,1.0,5.0,16.0,0,,0,0,,,,,,,,,,,,-7.2,0.4412,,1025.2812,,,,3.9,16.0934,,,,,,,,,,,,,0,,,310,10.8,6.17
2013.0,1.0,5.0,12.0,2013.0,1.0,5.0,17.0,0,,0.25,0.25,,,,,,1402.08,,,,,,-7.2,0.426,,1024.9426,,,,4.4,16.0934,,,,,,,,,,,,,0,,,310,10.8,5.66
2013.0,1.0,5.0,13.0,2013.0,1.0,5.0,18.0,0,,0,0,,,,,,,,,,,,-6.7,0.4072,,1024.2655,,,,5.6,16.0934,,,,,,,,,,,,,0,,,,7.72,2.57
2013.0,1.0,5.0,14.0,2013.0,1.0,5.0,19.0,0,,0,0,,,,,,,,,,,,-7.2,0.4085,,1024.2655,,,,5,16.0934,,,,,,,,,,,,,0,,,310,,3.09
2013.0,1.0,5.0,15.0,2013.0,1.0,5.0,20.0,0,,0,0,,,,,,,,,,,,-6.7,0.4072,,1024.2655,,,,5.6,16.0934,,,,,,,,,,,,,0,,,,,1.54
2013.0,1.0,5.0,16.0,2013.0,1.0,5.0,21.0,0,,0,0,,,,,,,,,,,,-6.7,0.4245,,1024.2655,,,,5,16.0934,,,,,,,,,,,,,0,,,,,2.57
2013.0,1.0,5.0,17.0,2013.0,1.0,5.0,22.0,0,,0,0,,,,,,,,,,,,-6.7,0.4427,,1024.2655,,,,4.4,16.0934,,,,,,,,,,,,,0,,,280,,3.09
2013.0,1.0,5.0,18.0,2013.0,1.0,5.0,23.0,0,,0,0,,,,,,,,,,,,-6.7,0.4427,,1024.9426,,,,4.4,16.0934,,,,,,,,,,,,,0,,,,,0
2013.0,1.0,5.0,19.0,2013.0,1.0,6.0,0.0,0,,0,0,,,,,,,,,,,,-7.2,0.4412,,1024.9426,,,,3.9,16.0934,,,,,,,,,,,,,0,,,310,,2.06
2013.0,1.0,5.0,20.0,2013.0,1.0,6.0,1.0,0,,0,0,,,,,,,,,,,,-6.1,0.5189,,1025.2812,,,,2.8,16.0934,,,,,,,,,,,,,0,,,280,,2.57
2013.0,1.0,5.0,21.0,2013.0,1.0,6.0,2.0,0,,0,0,,,,,,,,,,,,-6.1,0.5189,,1024.6041,,,,2.8,16.0934,,,,,,,,,,,,,0,,,290,,2.57
2013.0,1.0,5.0,22.0,2013.0,1.0,6.0,3.0,0,,0,0,,,,,,,,,,,,-6.1,0.5189,,1024.6041,,,,2.8,16.0934,,,,,,,,,,,,,0,,,270,,2.06
2013.0,1.0,5.0,23.0,2013.0,1.0,6.0,4.0,0,,0,0,,,,,,,,,,,,-6.1,0.5416,,1023.5883,,,,2.2,16.0934,,,,,,,,,,,,,0,,,250,,2.06
2013.0,1.0,6.0,0.0,2013.0,1.0,6.0,5.0,0,,0,0,,,,,,,,,,,,-6.1,0.5416,,1023.2497,,,,2.2,16.0934,,,,,,,,,,,,,0,,,280,,1.54
2013.0,1.0,6.0,1.0,2013.0,1.0,6.0,6.0,0,,0.25,0.25,,,,,,3657.5999,,,,,,-5.6,0.5627,,1023.5883,,,,2.2,16.0934,,,,,,,,,,,,,0,,,,,1.54
2013.0,1.0,6.0,2.0,2013.0,1.0,6.0,7.0,0,3352.8,1,1,,,,,,3352.8,,,,,,-5.6,0.5627,,1023.5883,,,,2.2,16.0934,,,,,,,,,,,,,0,,,240,,2.06
2013.0,1.0,6.0,3.0,2013.0,1.0,6.0,8.0,0,2438.4,1,0.9,1,,,,,2438.4,2743.2,,,,,-6.1,0.5613,,1022.5725,,,,1.7,11.2654,,,,,,,,,,,,,0,,,,,
2013.0,1.0,6.0,4.0,2013.0,1.0,6.0,9.0,0,1676.4,1,1,,,,,,1676.4,,,,,,-6.1,0.5613,,1021.8953,,,,1.7,14.4841,,,,,,,,,,,,,0,,,,,2.06
2013.0,1.0,6.0,5.0,2013.0,1.0,6.0,10.0,0,1981.2,1,1,,,,,,1981.2,,,,,,-3.3,0.7242,0,1020.8795,,,,1.1,11.2654,,,,,,,,,,,,,0,,,240,,3.09
